index,mu,prob,image_path
67,0.98,0.9919075965881348,selected_images/2022021017273615-dry-asphalt-smooth.jpg
68,1.0,0.9573715329170227,selected_images/202202101728033-dry-asphalt-smooth.jpg
69,0.98,0.9705519676208496,selected_images/2022021017280910-dry-asphalt-smooth.jpg
70,0.98,0.9278830885887146,selected_images/2022021017281019-dry-asphalt-smooth.jpg
71,0.98,0.9270780086517334,selected_images/202202101730141-dry-asphalt-smooth.jpg
72,0.98,0.8995473980903625,selected_images/2022021017302811-dry-asphalt-smooth.jpg
73,0.98,0.9289552569389343,selected_images/202202101731377-dry-asphalt-smooth.jpg
74,0.98,0.9725039601325989,selected_images/2022021017314213-dry-asphalt-smooth.jpg
75,0.98,0.9958115816116333,selected_images/2022021017315515-dry-asphalt-smooth.jpg
76,1.0,0.5162437558174133,selected_images/2022021017320110-dry-asphalt-smooth.jpg
77,1.0,0.900149941444397,selected_images/202202101732119-dry-asphalt-smooth.jpg
78,0.98,0.8404931426048279,selected_images/2022021017343716-dry-asphalt-smooth.jpg
79,0.98,0.9178526401519775,selected_images/202202101734536-dry-asphalt-smooth.jpg
80,0.98,0.9915722608566284,selected_images/2022021017372011-dry-asphalt-smooth.jpg
81,1.0,0.6881306767463684,selected_images/2022021017405211-dry-asphalt-smooth.jpg
82,0.98,0.9857213497161865,selected_images/202202101741288-dry-asphalt-smooth.jpg
83,0.98,0.9612267017364502,selected_images/2022021017424413-dry-asphalt-smooth.jpg
84,1.0,0.6865237951278687,selected_images/202202101742533-dry-asphalt-smooth.jpg
85,0.98,0.8739731907844543,selected_images/2022021017425811-dry-asphalt-smooth.jpg
86,0.98,0.9653260111808777,selected_images/202202101743121-dry-asphalt-smooth.jpg
87,0.98,0.9630449414253235,selected_images/202202101743126-dry-asphalt-smooth.jpg
88,0.98,0.588033139705658,selected_images/202202101745019-dry-asphalt-smooth.jpg
89,0.98,0.9931206107139587,selected_images/2022021017471414-dry-asphalt-smooth.jpg
90,0.98,0.7004093527793884,selected_images/202202101747229-dry-asphalt-smooth.jpg
91,0.98,0.8701827526092529,selected_images/202202101747467-dry-asphalt-smooth.jpg
92,0.98,0.9786578416824341,selected_images/202202101748406-dry-asphalt-smooth.jpg
93,0.98,0.9456542134284973,selected_images/202202101749127-dry-asphalt-smooth.jpg
94,0.98,0.9204396605491638,selected_images/2022021017493818-dry-asphalt-smooth.jpg
95,0.98,0.9951114058494568,selected_images/2022021017495215-dry-asphalt-smooth.jpg
96,0.98,0.9013538360595703,selected_images/2022021017500810-dry-asphalt-smooth.jpg
97,0.98,0.9681640267372131,selected_images/202202101750109-dry-asphalt-smooth.jpg
98,0.98,0.5519704818725586,selected_images/2022021017505619-dry-asphalt-smooth.jpg
99,1.0,0.4801754653453827,selected_images/202202101751409-dry-asphalt-smooth.jpg
100,0.98,0.9897164702415466,selected_images/202202101751451-dry-asphalt-smooth.jpg
101,0.98,0.9881303310394287,selected_images/2022021017521310-dry-asphalt-smooth.jpg
102,0.85,0.42397478222846985,selected_images/2022021017522115-dry-asphalt-smooth.jpg
103,1.0,0.35810455679893494,selected_images/2022021017522811-dry-asphalt-smooth.jpg
104,0.98,0.8114088177680969,selected_images/202202101755587-dry-asphalt-smooth.jpg
105,0.98,0.9914828538894653,selected_images/2022021017573116-dry-asphalt-smooth.jpg
106,0.98,0.5421447157859802,selected_images/202202101831386-dry-asphalt-smooth.jpg
107,0.98,0.9506125450134277,selected_images/202202101832246-dry-asphalt-smooth.jpg
108,1.0,0.7603399157524109,selected_images/202202101832439-dry-asphalt-smooth.jpg
109,1.0,0.48587632179260254,selected_images/202202101832563-dry-asphalt-smooth.jpg
110,0.98,0.9368981122970581,selected_images/2022021018330812-dry-asphalt-smooth.jpg
111,0.98,0.984591007232666,selected_images/202202101833097-dry-asphalt-smooth.jpg
112,0.98,0.435675710439682,selected_images/2022021018334210-dry-asphalt-smooth.jpg
113,0.98,0.9687414169311523,selected_images/202202101834209-dry-asphalt-smooth.jpg
114,0.98,0.9909431338310242,selected_images/2022021018342613-dry-asphalt-smooth.jpg
115,0.98,0.5346245169639587,selected_images/2022021018345910-dry-asphalt-smooth.jpg
116,0.4,0.23124514520168304,selected_images/202202101836588-dry-asphalt-slight.jpg
117,0.98,0.9924641847610474,selected_images/2022021018375810-dry-asphalt-smooth.jpg
118,0.98,0.8713591694831848,selected_images/2022021018392717-dry-asphalt-smooth.jpg
119,0.98,0.9843828082084656,selected_images/202202101840558-dry-asphalt-smooth.jpg
120,1.0,0.6531407237052917,selected_images/202202101841513-dry-asphalt-smooth.jpg
121,0.98,0.9529185891151428,selected_images/202202101842268-dry-asphalt-smooth.jpg
122,0.98,0.9800631999969482,selected_images/2022021018423410-dry-asphalt-smooth.jpg
123,0.98,0.5623774528503418,selected_images/2022021018440515-dry-asphalt-smooth.jpg
124,0.98,0.6811646223068237,selected_images/202202101844522-dry-asphalt-smooth.jpg
125,0.98,0.7518645524978638,selected_images/2022021018452312-dry-asphalt-smooth.jpg
126,0.98,0.9920845031738281,selected_images/2022021018452318-dry-asphalt-smooth.jpg
127,0.98,0.8582332730293274,selected_images/202202101845349-dry-asphalt-smooth.jpg
128,1.0,0.8948520421981812,selected_images/202202101845457-dry-asphalt-smooth.jpg
129,0.98,0.7412218451499939,selected_images/202202101846379-dry-asphalt-smooth.jpg
130,0.98,0.9424552917480469,selected_images/2022021018471310-dry-asphalt-smooth.jpg
131,1.0,0.3495209515094757,selected_images/2022021018473210-dry-asphalt-smooth.jpg
132,0.85,0.5222709774971008,selected_images/2022021018473516-dry-asphalt-smooth.jpg
133,0.98,0.9615619778633118,selected_images/2022021018502717-dry-asphalt-smooth.jpg
134,0.92,0.642248809337616,selected_images/202202101850584-dry-asphalt-slight.jpg
135,1.0,0.6798343658447266,selected_images/202202101852126-dry-asphalt-smooth.jpg
136,0.98,0.642220675945282,selected_images/2022021018522714-dry-asphalt-smooth.jpg
137,0.98,0.8457872271537781,selected_images/2022021018534814-dry-asphalt-smooth.jpg
138,0.98,0.9867461323738098,selected_images/2022021018541115-dry-asphalt-smooth.jpg
139,0.98,0.6051560640335083,selected_images/2022021018541813-dry-asphalt-smooth.jpg
140,1.0,0.7143603563308716,selected_images/2022021018542512-dry-asphalt-smooth.jpg
141,1.0,0.7594506144523621,selected_images/2022021018544013-dry-asphalt-smooth.jpg
142,0.98,0.9889317750930786,selected_images/202202101857398-dry-asphalt-smooth.jpg
143,0.98,0.9903796911239624,selected_images/202202101858526-dry-asphalt-smooth.jpg
144,0.98,0.9955747127532959,selected_images/2022021018590417-dry-asphalt-smooth.jpg
145,0.98,0.8982042670249939,selected_images/2022021018592413-dry-asphalt-smooth.jpg
146,0.98,0.8667622208595276,selected_images/202202101859244-dry-asphalt-smooth.jpg
147,0.98,0.9868240356445312,selected_images/202202101859467-dry-asphalt-smooth.jpg
148,0.98,0.992222011089325,selected_images/202202101900223-dry-asphalt-smooth.jpg
149,0.98,0.6175200939178467,selected_images/2022021019005616-dry-asphalt-smooth.jpg
150,0.98,0.8160181641578674,selected_images/2022021019005813-dry-asphalt-smooth.jpg
151,0.98,0.8190335631370544,selected_images/2022021019014916-dry-asphalt-smooth.jpg
152,0.98,0.8109484910964966,selected_images/202202101903082-dry-asphalt-smooth.jpg
153,0.98,0.9283953309059143,selected_images/202202101904152-dry-asphalt-smooth.jpg
154,0.98,0.8180024027824402,selected_images/202202101905008-dry-asphalt-smooth.jpg
155,0.78,0.6918354630470276,selected_images/202202101905046-dry-asphalt-smooth.jpg
156,0.98,0.5904799699783325,selected_images/2022021019053711-dry-asphalt-smooth.jpg
157,0.98,0.6343736052513123,selected_images/2022021019053719-dry-asphalt-smooth.jpg
158,0.98,0.9731782674789429,selected_images/202202101906208-dry-asphalt-smooth.jpg
159,0.98,0.3178984522819519,selected_images/2022021019065019-dry-asphalt-smooth.jpg
160,0.98,0.5122204422950745,selected_images/2022021019070319-dry-asphalt-smooth.jpg
161,1.0,0.6894711256027222,selected_images/202202101908209-dry-asphalt-smooth.jpg
162,0.98,0.6512346267700195,selected_images/202202101908436-dry-asphalt-smooth.jpg
163,1.0,0.8921909928321838,selected_images/2022021019085812-dry-asphalt-smooth.jpg
164,1.0,0.530218243598938,selected_images/202202101909326-dry-asphalt-smooth.jpg
165,0.78,0.5864648818969727,selected_images/202202101910506-dry-asphalt-smooth.jpg
166,0.98,0.9435585141181946,selected_images/202202101912173-dry-asphalt-smooth.jpg
167,0.98,0.6225552558898926,selected_images/2022021019121818-dry-asphalt-smooth.jpg
168,0.08,0.415566623210907,selected_images/2022021019162010-dry-asphalt-smooth.jpg
169,0.85,0.6430262327194214,selected_images/2022021019214210-dry-asphalt-smooth.jpg
170,0.98,0.964836061000824,selected_images/2022021020282817-dry-asphalt-smooth.jpg
171,0.98,0.996005117893219,selected_images/2022021020290114-dry-asphalt-smooth.jpg
172,0.98,0.9864177703857422,selected_images/2022021020313614-dry-asphalt-smooth.jpg
173,0.98,0.9903239011764526,selected_images/202202102031498-dry-asphalt-smooth.jpg
174,0.98,0.6341052055358887,selected_images/202202102031586-dry-asphalt-smooth.jpg
175,0.98,0.791480541229248,selected_images/202202102033387-dry-asphalt-smooth.jpg
176,0.98,0.39970824122428894,selected_images/2022021020333919-dry-asphalt-smooth.jpg
177,1.0,0.4708706736564636,selected_images/2022021020340112-dry-asphalt-smooth.jpg
178,0.98,0.9908474683761597,selected_images/2022021020365617-dry-asphalt-smooth.jpg
179,0.98,0.9292787909507751,selected_images/202202102036596-dry-asphalt-smooth.jpg
180,0.98,0.9827097654342651,selected_images/202202102037493-dry-asphalt-smooth.jpg
181,0.98,0.6270751357078552,selected_images/2022021020380919-dry-asphalt-smooth.jpg
182,0.98,0.9922957420349121,selected_images/2022021020384917-dry-asphalt-smooth.jpg
183,0.98,0.9935808181762695,selected_images/2022021020392416-dry-asphalt-smooth.jpg
184,0.98,0.9943369030952454,selected_images/2022021020395315-dry-asphalt-smooth.jpg
185,0.98,0.9980092644691467,selected_images/2022021020400115-dry-asphalt-smooth.jpg
186,0.98,0.9856401681900024,selected_images/2022021020402314-dry-asphalt-smooth.jpg
187,1.0,0.7398619651794434,selected_images/202202102040234-dry-asphalt-smooth.jpg
188,0.98,0.9720261693000793,selected_images/2022021020410519-dry-asphalt-smooth.jpg
189,0.98,0.8852421641349792,selected_images/2022021020414811-dry-asphalt-smooth.jpg
190,0.98,0.9779890179634094,selected_images/202202102042184-dry-asphalt-smooth.jpg
191,1.0,0.4037368595600128,selected_images/202202102042351-dry-asphalt-smooth.jpg
192,0.98,0.9964967370033264,selected_images/2022021020430817-dry-asphalt-smooth.jpg
193,0.98,0.4939498007297516,selected_images/2022021020445614-dry-asphalt-smooth.jpg
194,0.98,0.9165043234825134,selected_images/2022021020445616-dry-asphalt-smooth.jpg
195,0.98,0.9882396459579468,selected_images/202202102045073-dry-asphalt-smooth.jpg
196,0.98,0.9848735332489014,selected_images/2022021020452213-dry-asphalt-smooth.jpg
197,0.98,0.9940088987350464,selected_images/202202102045342-dry-asphalt-smooth.jpg
198,0.78,0.564242959022522,selected_images/2022021020455115-dry-asphalt-smooth.jpg
199,0.78,0.5863072872161865,selected_images/2022021020455619-dry-asphalt-smooth.jpg
200,0.98,0.9739336967468262,selected_images/2022021020460110-dry-asphalt-smooth.jpg
201,0.98,0.8221985101699829,selected_images/2022021020463716-dry-asphalt-smooth.jpg
202,0.98,0.6671755313873291,selected_images/2022021020471219-dry-asphalt-smooth.jpg
203,0.78,0.6000221967697144,selected_images/202202102047291-dry-asphalt-smooth.jpg
204,0.98,0.7706965208053589,selected_images/202202102047411-dry-asphalt-smooth.jpg
205,0.78,0.7203606963157654,selected_images/202202102047441-dry-asphalt-smooth.jpg
206,0.98,0.9468461275100708,selected_images/202202102047503-dry-asphalt-smooth.jpg
207,1.0,0.7961406111717224,selected_images/202202102048323-dry-asphalt-smooth.jpg
208,1.0,0.690482497215271,selected_images/202202102048495-dry-asphalt-smooth.jpg
209,0.98,0.44044336676597595,selected_images/2022021020490016-dry-asphalt-smooth.jpg
210,0.98,0.46015605330467224,selected_images/202202102050177-dry-asphalt-smooth.jpg
211,0.98,0.5722150802612305,selected_images/202202102051329-dry-asphalt-smooth.jpg
212,0.98,0.4606770873069763,selected_images/202202102051396-dry-asphalt-smooth.jpg
213,0.98,0.7165218591690063,selected_images/2022021020523418-dry-asphalt-smooth.jpg
214,0.98,0.9532345533370972,selected_images/2022021020530914-dry-asphalt-smooth.jpg
215,0.98,0.7948636412620544,selected_images/2022021020553214-dry-asphalt-smooth.jpg
216,0.98,0.8777676820755005,selected_images/2022021020564119-dry-asphalt-smooth.jpg
217,0.98,0.9763968586921692,selected_images/2022021020573911-dry-asphalt-smooth.jpg
218,0.98,0.9517030119895935,selected_images/2022021020592410-dry-asphalt-smooth.jpg
219,0.98,0.9424086213111877,selected_images/202202102101052-dry-asphalt-smooth.jpg
220,0.08,0.6339406371116638,selected_images/202202102101416-dry-asphalt-smooth.jpg
221,0.98,0.9212116003036499,selected_images/202202102102017-dry-asphalt-smooth.jpg
222,0.98,0.9444589614868164,selected_images/202202102102344-dry-asphalt-slight.jpg
223,0.35,0.6634898781776428,selected_images/202202102102346-dry-asphalt-smooth.jpg
224,1.0,0.5589895844459534,selected_images/202202102102404-dry-asphalt-slight.jpg
225,1.0,0.9686972498893738,selected_images/202202102104199-dry-asphalt-smooth.jpg
226,0.98,0.38380303978919983,selected_images/202202102104437-dry-asphalt-smooth.jpg
227,0.98,0.8753763437271118,selected_images/2022021021051513-dry-asphalt-smooth.jpg
228,0.92,0.6197693347930908,selected_images/202202102105258-dry-asphalt-smooth.jpg
229,0.25,0.3696623742580414,selected_images/2022021021090113-dry-asphalt-slight.jpg
230,1.0,0.8367288112640381,selected_images/202202102112239-dry-asphalt-smooth.jpg
231,1.0,0.5799142718315125,selected_images/2022021021135810-dry-asphalt-smooth.jpg
232,0.92,0.5538753867149353,selected_images/202202102113582-dry-asphalt-slight.jpg
233,0.4,0.6764999628067017,selected_images/202202102113588-dry-asphalt-slight.jpg
234,0.78,0.3776078522205353,selected_images/202202102120498-dry-asphalt-slight.jpg
235,1.0,0.7061063647270203,selected_images/2022021021274117-dry-concrete-smooth.jpg
236,1.0,0.45416882634162903,selected_images/202202102128049-dry-concrete-smooth.jpg
237,1.0,0.7543255090713501,selected_images/202202102128182-dry-concrete-smooth.jpg
238,0.98,0.9529885053634644,selected_images/2022021021282914-dry-concrete-smooth.jpg
239,1.0,0.8156896829605103,selected_images/2022021021283813-dry-concrete-smooth.jpg
240,1.0,0.9707455039024353,selected_images/2022021021283815-dry-concrete-smooth.jpg
241,1.0,0.9136881828308105,selected_images/202202102155209-dry-concrete-smooth.jpg
242,0.98,0.5889849662780762,selected_images/2022021021552114-dry-concrete-smooth.jpg
243,1.0,0.9165485501289368,selected_images/2022021021552119-dry-concrete-smooth.jpg
244,1.0,0.9266625642776489,selected_images/2022021021554118-dry-concrete-smooth.jpg
245,1.0,0.9156442284584045,selected_images/2022021021555216-dry-concrete-smooth.jpg
246,1.0,0.8802562355995178,selected_images/2022021021555515-dry-concrete-smooth.jpg
247,1.0,0.970285952091217,selected_images/202202102156359-dry-concrete-smooth.jpg
248,1.0,0.9232222437858582,selected_images/2022021021574316-dry-concrete-smooth.jpg
249,1.0,0.9297114610671997,selected_images/202202102157512-dry-concrete-smooth.jpg
250,1.0,0.9705814123153687,selected_images/2022021021583215-dry-concrete-smooth.jpg
251,1.0,0.9931777715682983,selected_images/202202102158539-dry-concrete-smooth.jpg
252,1.0,0.9531013369560242,selected_images/2022021021590115-dry-concrete-smooth.jpg
253,1.0,0.6944226622581482,selected_images/2022021021594613-dry-concrete-smooth.jpg
254,1.0,0.8030322194099426,selected_images/202202102200197-dry-concrete-smooth.jpg
255,1.0,0.7270629405975342,selected_images/2022021022024714-dry-concrete-smooth.jpg
256,0.98,0.6249788999557495,selected_images/2022021022030018-dry-concrete-smooth.jpg
257,1.0,0.42749613523483276,selected_images/2022021022052414-dry-concrete-smooth.jpg
258,1.0,0.7928750514984131,selected_images/2022021022070918-dry-concrete-smooth.jpg
259,1.0,0.9735447764396667,selected_images/2022021022071811-dry-concrete-smooth.jpg
260,1.0,0.985791802406311,selected_images/2022021022074816-dry-concrete-smooth.jpg
261,1.0,0.6421071887016296,selected_images/2022021022080711-dry-concrete-smooth.jpg
262,0.85,0.5034571290016174,selected_images/2022021022081115-dry-concrete-smooth.jpg
263,1.0,0.9313672780990601,selected_images/2022021022084611-dry-concrete-smooth.jpg
264,1.0,0.9846252202987671,selected_images/202202102208509-dry-concrete-smooth.jpg
265,1.0,0.9457116723060608,selected_images/202202102208533-dry-concrete-smooth.jpg
266,1.0,0.9711613059043884,selected_images/2022021022093316-dry-concrete-smooth.jpg
267,1.0,0.9918506741523743,selected_images/2022021022093616-dry-concrete-smooth.jpg
268,1.0,0.39363765716552734,selected_images/2022021022100411-dry-concrete-smooth.jpg
269,1.0,0.7642228007316589,selected_images/202202102210129-dry-concrete-smooth.jpg
270,1.0,0.5772530436515808,selected_images/2022021022101813-dry-concrete-smooth.jpg
271,1.0,0.7697352766990662,selected_images/2022021022102614-dry-concrete-smooth.jpg
272,1.0,0.991228461265564,selected_images/2022021022104214-dry-concrete-smooth.jpg
273,1.0,0.9043445587158203,selected_images/2022021022114016-dry-concrete-smooth.jpg
274,1.0,0.5814096331596375,selected_images/2022021022114214-dry-concrete-smooth.jpg
275,1.0,0.8547784686088562,selected_images/2022021022120819-dry-concrete-smooth.jpg
276,1.0,0.9612553119659424,selected_images/2022021022121019-dry-concrete-smooth.jpg
277,1.0,0.8831492066383362,selected_images/202202102213493-dry-concrete-smooth.jpg
278,1.0,0.8908538818359375,selected_images/202202102214108-dry-concrete-smooth.jpg
279,1.0,0.8443293571472168,selected_images/2022021022143014-dry-concrete-smooth.jpg
280,1.0,0.9252957105636597,selected_images/202202102214399-dry-concrete-smooth.jpg
281,1.0,0.8223196864128113,selected_images/202202102215013-dry-concrete-smooth.jpg
282,1.0,0.9044049978256226,selected_images/2022021022150513-dry-concrete-smooth.jpg
283,1.0,0.806431233882904,selected_images/2022021022155415-dry-concrete-smooth.jpg
284,1.0,0.6781317591667175,selected_images/2022021022162117-dry-concrete-smooth.jpg
285,1.0,0.9161947965621948,selected_images/2022021022174913-dry-concrete-smooth.jpg
286,1.0,0.9819023609161377,selected_images/2022021022175213-dry-concrete-smooth.jpg
287,1.0,0.9398655295372009,selected_images/2022021022180318-dry-concrete-smooth.jpg
288,1.0,0.9938430786132812,selected_images/202202102219198-dry-concrete-smooth.jpg
289,1.0,0.8951197266578674,selected_images/2022021022202318-dry-concrete-smooth.jpg
290,1.0,0.9600239992141724,selected_images/2022021022202611-dry-concrete-smooth.jpg
291,0.98,0.606987476348877,selected_images/2022021022205415-dry-concrete-smooth.jpg
292,1.0,0.7064434289932251,selected_images/202202102222013-dry-concrete-smooth.jpg
293,1.0,0.9663543701171875,selected_images/202202102222287-dry-concrete-smooth.jpg
294,1.0,0.9852032661437988,selected_images/202202102222589-dry-concrete-smooth.jpg
295,1.0,0.9607636332511902,selected_images/202202102223193-dry-concrete-smooth.jpg
296,1.0,0.9835318326950073,selected_images/2022021022232418-dry-concrete-smooth.jpg
297,1.0,0.9908050298690796,selected_images/2022021022235016-dry-concrete-smooth.jpg
298,1.0,0.9648119807243347,selected_images/202202102223527-dry-concrete-smooth.jpg
299,1.0,0.9783751368522644,selected_images/202202102224137-dry-concrete-smooth.jpg
300,1.0,0.9909460544586182,selected_images/2022021022245113-dry-concrete-smooth.jpg
301,1.0,0.9240676164627075,selected_images/202202102224533-dry-concrete-smooth.jpg
302,0.2,0.9810357093811035,selected_images/2022021022250818-dry-concrete-smooth.jpg
303,1.0,0.9615312218666077,selected_images/202202102225498-dry-concrete-smooth.jpg
304,1.0,0.9233959317207336,selected_images/2022021022255317-dry-concrete-smooth.jpg
305,1.0,0.9546870589256287,selected_images/202202102226009-dry-concrete-smooth.jpg
306,1.0,0.8504833579063416,selected_images/2022021022260313-dry-concrete-smooth.jpg
307,1.0,0.935042142868042,selected_images/202202102226153-dry-concrete-smooth.jpg
308,1.0,0.9445717930793762,selected_images/2022021022261719-dry-concrete-smooth.jpg
309,1.0,0.9745722413063049,selected_images/202202102226293-dry-concrete-smooth.jpg
310,1.0,0.8493711948394775,selected_images/2022021022270114-dry-concrete-smooth.jpg
311,1.0,0.9339335560798645,selected_images/202202102227019-dry-concrete-smooth.jpg
312,1.0,0.8705731630325317,selected_images/2022021022270313-dry-concrete-smooth.jpg
313,1.0,0.92396080493927,selected_images/2022021022270818-dry-concrete-smooth.jpg
314,0.2,0.5381762981414795,selected_images/2022021022271517-dry-concrete-smooth.jpg
315,0.98,0.808696985244751,selected_images/202202102227481-dry-asphalt-smooth.jpg
316,0.98,0.5355874300003052,selected_images/202202102227508-dry-asphalt-smooth.jpg
317,0.98,0.9559139013290405,selected_images/202202102227541-dry-asphalt-smooth.jpg
318,0.98,0.9615570306777954,selected_images/202202102228364-dry-asphalt-smooth.jpg
319,0.98,0.9942796230316162,selected_images/2022021022292715-dry-asphalt-smooth.jpg
320,0.98,0.9870670437812805,selected_images/202202102229433-dry-asphalt-smooth.jpg
321,1.0,0.8861882090568542,selected_images/202202102231333-dry-asphalt-smooth.jpg
322,1.0,0.7795912027359009,selected_images/2022021022322917-dry-asphalt-smooth.jpg
323,0.92,0.5689810514450073,selected_images/202202102233209-dry-asphalt-smooth.jpg
324,0.98,0.8984199166297913,selected_images/2022021022333618-dry-asphalt-smooth.jpg
325,1.0,0.627744734287262,selected_images/2022021022340810-dry-asphalt-smooth.jpg
326,0.98,0.9840508103370667,selected_images/202202102235041-dry-asphalt-smooth.jpg
327,0.98,0.8326714634895325,selected_images/202202102236177-dry-asphalt-smooth.jpg
328,0.98,0.6751212477684021,selected_images/2022021022373115-dry-asphalt-smooth.jpg
329,1.0,0.9311389923095703,selected_images/202202102238032-dry-asphalt-smooth.jpg
330,0.98,0.8637184500694275,selected_images/2022021022381613-dry-asphalt-smooth.jpg
331,0.98,0.91895592212677,selected_images/202202102238358-dry-asphalt-smooth.jpg
332,0.98,0.2820224463939667,selected_images/202202102239006-dry-asphalt-smooth.jpg
